"Feature.ID"	"kw.ep"	"kw.eBH"	"glm.ep"	"glm.eBH"
"d__Eukaryota; Ascomycota"	0.00481191716812583	0.0167550840820701	0.00128877915466439	0.00445042080488654
"d__Eukaryota; Basidiomycota"	0.000904159331165255	0.00499766797109649	0.000222507876699862	0.000993929521497416
"d__Eukaryota; Chytridiomycota"	0.00128848819445966	0.00615605716237831	0.000221180401248897	0.00100698587923974
