q	ID1	ID2	beta	LocalOverlap	RegionalOverlap	Homogeneity	TurnoverComp
2	4.12RO_wet	3.16RO_dry	1.29795853046201	0.540881278609189	0.702041469537994	0.540881278609189	0.702041469537994
2	7.1RO_wet	2.7RO_dry	1.61077747959034	0.241636430445156	0.389222520409656	0.241636430445156	0.389222520409656
2	3.7RO_wet	2.14RO_dry	1.64368897729309	0.21677520968334	0.356311022706906	0.21677520968334	0.356311022706906
2	4.1RO_wet	7.23RO_dry	1.97233859673339	0.0140246726968816	0.0276614032666125	0.0140246726968816	0.0276614032666123
2	4.12RO_wet	2.16RO_dry	1.23997158298023	0.612940189478423	0.760028417019765	0.612940189478423	0.760028417019765
2	4.1RO_wet	7.23RO_dry	1.97233859673339	0.0140246726968816	0.0276614032666125	0.0140246726968816	0.0276614032666123
2	4.1RO_wet	2.16RO_dry	1.98235422663226	0.00890142292970375	0.0176457733677395	0.00890142292970375	0.0176457733677395
2	4.12RO_wet	2.14RO_dry	1.77782900914812	0.124967581082691	0.222170990851879	0.124967581082691	0.222170990851879
2	4.12RO_wet	7.9RO_dry	1.56810187468886	0.275427338161201	0.431898125311141	0.275427338161201	0.431898125311141
2	7.1RO_wet	2.15RO_dry	1.40936709390093	0.419076696664085	0.590632906099065	0.419076696664085	0.590632906099065
2	4.1RO_wet	2.15RO_dry	1.96367873545207	0.0184965411562446	0.0363212645479314	0.0184965411562446	0.0363212645479314
2	3.7RO_wet	7.23RO_dry	1.21256583933085	0.649394973145286	0.787434160669149	0.649394973145286	0.787434160669149
2	6.13RO_wet	4.16RO_dry	1.95732045691018	0.0218050871226225	0.0426795430898179	0.0218050871226225	0.0426795430898177
2	4.12RO_wet	2.15RO_dry	1.11682886498718	0.790784660658789	0.883171135012824	0.790784660658789	0.883171135012824
2	3.7RO_wet	2.15RO_dry	1.19952387025464	0.66732822046753	0.800476129745356	0.66732822046753	0.800476129745356
2	6.13RO_wet	3.16RO_dry	1.9981189644695	0.000941403171657029	0.00188103553049968	0.000941403171657029	0.00188103553049968
2	6.13RO_wet	2.14RO_dry	1.92003240923168	0.0416490838299532	0.0799675907683175	0.0416490838299532	0.0799675907683173
2	7.1RO_wet	3.16RO_dry	1.61538091295893	0.238098075788545	0.384619087041066	0.238098075788545	0.384619087041066
2	6.13RO_wet	2.7RO_dry	1.98795192053314	0.00606054871972317	0.0120480794668583	0.00606054871972317	0.0120480794668585
2	4.1RO_wet	2.14RO_dry	1.90312786657854	0.0509015369501273	0.0968721334214644	0.0509015369501273	0.0968721334214644
2	4.12RO_wet	4.16RO_dry	1.67775789535032	0.19206710666821	0.322242104649682	0.19206710666821	0.322242104649682
2	3.7RO_wet	7.9RO_dry	1.36888138118671	0.461046974184252	0.631118618813291	0.461046974184252	0.631118618813291
2	7.1RO_wet	7.23RO_dry	1.45161756093504	0.377773356993371	0.54838243906496	0.377773356993371	0.54838243906496
2	3.7RO_wet	3.16RO_dry	1.40486692927556	0.423622378976014	0.59513307072444	0.423622378976014	0.59513307072444
2	4.1RO_wet	7.23RO_dry	1.97233859673339	0.0140246726968816	0.0276614032666125	0.0140246726968816	0.0276614032666123
2	3.7RO_wet	2.15RO_dry	1.19952387025464	0.66732822046753	0.800476129745356	0.66732822046753	0.800476129745356
2	3.7RO_wet	7.23RO_dry	1.21256583933085	0.649394973145286	0.787434160669149	0.649394973145286	0.787434160669149
2	6.13RO_wet	4.16RO_dry	1.95732045691018	0.0218050871226225	0.0426795430898179	0.0218050871226225	0.0426795430898177
2	7.1RO_wet	2.14RO_dry	1.77449888450067	0.127078758667571	0.225501115499334	0.127078758667571	0.225501115499334
2	6.13RO_wet	3.16RO_dry	1.9981189644695	0.000941403171657029	0.00188103553049968	0.000941403171657029	0.00188103553049968
2	6.13RO_wet	2.15RO_dry	1.99708656183359	0.00145884420940323	0.00291343816640799	0.00145884420940323	0.00291343816640777
2	3.7RO_wet	7.23RO_dry	1.21256583933085	0.649394973145286	0.787434160669149	0.649394973145286	0.787434160669149
2	4.1RO_wet	2.14RO_dry	1.90312786657854	0.0509015369501273	0.0968721334214644	0.0509015369501273	0.0968721334214644
2	7.1RO_wet	7.9RO_dry	1.55224811349514	0.288453812642536	0.447751886504858	0.288453812642536	0.447751886504858
2	4.1RO_wet	4.16RO_dry	1.63982300478522	0.219643823854001	0.360176995214783	0.219643823854001	0.360176995214783
2	3.7RO_wet	2.14RO_dry	1.64368897729309	0.21677520968334	0.356311022706906	0.21677520968334	0.356311022706906
2	4.1RO_wet	3.16RO_dry	1.99015561893552	0.00494653833640446	0.00984438106447527	0.00494653833640446	0.00984438106447549
2	7.1RO_wet	3.16RO_dry	1.61538091295893	0.238098075788545	0.384619087041066	0.238098075788545	0.384619087041066
2	3.7RO_wet	7.23RO_dry	1.21256583933085	0.649394973145286	0.787434160669149	0.649394973145286	0.787434160669149
2	7.1RO_wet	7.23RO_dry	1.45161756093504	0.377773356993371	0.54838243906496	0.377773356993371	0.54838243906496
2	4.12RO_wet	2.14RO_dry	1.77782900914812	0.124967581082691	0.222170990851879	0.124967581082691	0.222170990851879
2	6.13RO_wet	4.16RO_dry	1.95732045691018	0.0218050871226225	0.0426795430898179	0.0218050871226225	0.0426795430898177
2	3.7RO_wet	2.16RO_dry	1.24591985225162	0.605239692092243	0.754080147748382	0.605239692092243	0.754080147748382
2	7.1RO_wet	2.16RO_dry	1.47400649385589	0.3568461253981	0.525993506144112	0.3568461253981	0.525993506144112
