q	ID1	ID2	beta	LocalOverlap	RegionalOverlap	Homogeneity	TurnoverComp
2	6.13RI_wet	4.16RI_dry	1.70937220837626	0.170020192325347	0.290627791623736	0.170020192325347	0.290627791623736
2	4.1RI_wet	3.10RI_dry	1.51416946013702	0.320856121229003	0.485830539862979	0.320856121229003	0.485830539862979
2	4.1RI_wet	3.10RI_dry	1.51416946013702	0.320856121229003	0.485830539862979	0.320856121229003	0.485830539862979
2	4.12RI_wet	2.14RI_dry	1.17670124991165	0.699666759213662	0.82329875008835	0.699666759213662	0.82329875008835
2	3.13RI_wet	2.14RI_dry	1.3363881290398	0.496571210518764	0.663611870960199	0.496571210518764	0.663611870960199
2	4.12RI_wet	2.15RI_dry	1.68427094156831	0.187457404055015	0.31572905843169	0.187457404055015	0.315729058431691
2	6.16RI_wet	2.14RI_dry	1.84355755985376	0.0848589941279876	0.156442440146238	0.0848589941279876	0.156442440146237
2	2.11RI_wet	2.15RI_dry	1.71528255172561	0.1659886576634	0.284717448274386	0.1659886576634	0.284717448274386
2	7.1RI_wet	7.9RI_dry	1.08413643860938	0.84478625454689	0.915863561390621	0.84478625454689	0.915863561390621
2	6.13RI_wet	3.10RI_dry	1.00240734676519	0.99519686927084	0.997592653234808	0.99519686927084	0.997592653234808
2	4.12RI_wet	4.16RI_dry	1.67634716377699	0.193070291892155	0.32365283622301	0.193070291892155	0.32365283622301
2	7.1RI_wet	3.16RI_dry	1.52952638766391	0.307594309016572	0.470473612336094	0.307594309016572	0.470473612336094
2	2.11RI_wet	3.16RI_dry	1.70509632229759	0.172954262962126	0.294903677702411	0.172954262962126	0.294903677702411
2	4.12RI_wet	2.14RI_dry	1.17670124991165	0.699666759213662	0.82329875008835	0.699666759213662	0.82329875008835
2	6.16RI_wet	3.16RI_dry	1.01303960483334	0.974256475716981	0.986960395166657	0.974256475716981	0.986960395166657
2	4.12RI_wet	4.16RI_dry	1.67634716377699	0.193070291892155	0.32365283622301	0.193070291892155	0.32365283622301
2	4.1RI_wet	3.16RI_dry	1.73252467250919	0.154384714823961	0.267475327490807	0.154384714823961	0.267475327490807
2	4.12RI_wet	3.16RI_dry	1.67278879939851	0.195608196754516	0.327211200601494	0.195608196754516	0.327211200601494
2	6.13RI_wet	7.9RI_dry	1.26715504602873	0.578338819916318	0.732844953971265	0.578338819916318	0.732844953971265
2	3.13RI_wet	2.14RI_dry	1.3363881290398	0.496571210518764	0.663611870960199	0.496571210518764	0.663611870960199
2	7.1RI_wet	2.15RI_dry	1.55464980469338	0.28646335268698	0.445350195306624	0.28646335268698	0.445350195306624
2	6.16RI_wet	2.15RI_dry	1.00279070984185	0.994434113091667	0.997209290158147	0.994434113091667	0.997209290158147
2	4.12RI_wet	7.9RI_dry	1.21894098537271	0.64076852284072	0.781059014627286	0.64076852284072	0.781059014627286
2	3.13RI_wet	3.16RI_dry	1.54330149663326	0.295923061283254	0.456698503366741	0.295923061283254	0.456698503366741
2	4.12RI_wet	3.10RI_dry	1.00072582847045	0.998549395948815	0.999274171529548	0.998549395948815	0.999274171529548
2	7.1RI_wet	4.16RI_dry	1.54272522887961	0.296407138847714	0.45727477112039	0.296407138847714	0.45727477112039
2	3.13RI_wet	4.16RI_dry	1.54754056956064	0.292373227131496	0.452459430439358	0.292373227131496	0.452459430439358
2	2.11RI_wet	4.16RI_dry	1.70804415502804	0.17092991660228	0.291955844971955	0.17092991660228	0.291955844971955
2	2.11RI_wet	7.9RI_dry	1.26507992920665	0.5809277768356	0.734920070793355	0.5809277768356	0.734920070793355
2	6.13RI_wet	2.15RI_dry	1.71658427285393	0.165104464504309	0.283415727146067	0.165104464504309	0.283415727146067
2	6.16RI_wet	3.10RI_dry	1.66856490218126	0.198634825283373	0.331435097818742	0.198634825283373	0.331435097818742
2	6.16RI_wet	3.16RI_dry	1.01303960483334	0.974256475716981	0.986960395166657	0.974256475716981	0.986960395166657
2	6.13RI_wet	3.16RI_dry	1.70636589315765	0.172081561182035	0.293634106842346	0.172081561182035	0.293634106842346
2	4.1RI_wet	2.15RI_dry	1.79992831776442	0.11115536116687	0.200071682235581	0.11115536116687	0.200071682235581
2	6.16RI_wet	3.16RI_dry	1.01303960483334	0.974256475716981	0.986960395166657	0.974256475716981	0.986960395166657
2	6.13RI_wet	4.16RI_dry	1.70937220837626	0.170020192325347	0.290627791623736	0.170020192325347	0.290627791623736
2	6.16RI_wet	7.9RI_dry	1.30756921903084	0.529555736622793	0.692430780969164	0.529555736622793	0.692430780969164
2	6.13RI_wet	4.16RI_dry	1.70937220837626	0.170020192325347	0.290627791623736	0.170020192325347	0.290627791623736
2	4.1RI_wet	2.15RI_dry	1.79992831776442	0.11115536116687	0.200071682235581	0.11115536116687	0.200071682235581
2	6.16RI_wet	3.10RI_dry	1.66856490218126	0.198634825283373	0.331435097818742	0.198634825283373	0.331435097818742
2	7.1RI_wet	3.16RI_dry	1.52952638766391	0.307594309016572	0.470473612336094	0.307594309016572	0.470473612336094
2	6.16RI_wet	3.10RI_dry	1.66856490218126	0.198634825283373	0.331435097818742	0.198634825283373	0.331435097818742
2	4.1RI_wet	3.16RI_dry	1.73252467250919	0.154384714823961	0.267475327490807	0.154384714823961	0.267475327490807
2	3.13RI_wet	2.14RI_dry	1.3363881290398	0.496571210518764	0.663611870960199	0.496571210518764	0.663611870960199
2	7.1RI_wet	3.16RI_dry	1.52952638766391	0.307594309016572	0.470473612336094	0.307594309016572	0.470473612336094
