q	ID1	ID2	beta	LocalOverlap	RegionalOverlap	Homogeneity	TurnoverComp
1	3.16NR_dry	5.8NR_exdry	1.07344873633804	0.897746704561883	0.897746704561883	0.863153714096112	0.926551263661958
1	4.16NR_dry	5.8NR_exdry	1.07201772440916	0.899671240933968	0.899671240933968	0.865640795353722	0.927982275590836
1	2.16NR_dry	3.14NR_exdry	1.07413216434415	0.896828482362959	0.896828482362959	0.861968262742769	0.925867835655854
1	2.15NR_dry	5.14NR_exdry	1.05112253854075	0.928069133326048	0.928069133326048	0.902727728373664	0.94887746145925
1	2.7NR_dry	2.3NR_exdry	1.11097895211437	0.848168515377285	0.848168515377285	0.800214123043183	0.889021047885633
1	2.14NR_dry	1.2NR_exdry	1.22688737220318	0.704997183779829	0.704997183779829	0.630141482676197	0.773112627796817
1	2.16NR_dry	3.4NR_exdry	1.0728431356375	0.898560850263149	0.898560850263149	0.864205430938016	0.927156864362499
1	7.23NR_dry	3.4NR_exdry	1.07904144632351	0.890249719736615	0.890249719736615	0.853496922490202	0.920958553676491
1	2.16NR_dry	5.8NR_exdry	1.07679703129882	0.893253662406048	0.893253662406048	0.85736024697953	0.92320296870118
1	7.9NR_dry	5.8NR_exdry	1.09913179233509	0.863635615761456	0.863635615761456	0.819618005727072	0.900868207664909
1	3.16NR_dry	3.14NR_exdry	1.11626913051301	0.841315099672767	0.841315099672767	0.791682619657191	0.883730869486992
1	7.23NR_dry	2.10NR_exdry	1.04269422497076	0.939683857286336	0.939683857286336	0.918107871035812	0.95730577502924
1	7.23NR_dry	2.3NR_exdry	1.12055575712009	0.835785563093402	0.835785563093402	0.784828632838536	0.87944424287991
1	7.9NR_dry	3.14NR_exdry	1.15863922947375	0.787568581949879	0.787568581949879	0.726162854772652	0.841360770526246
1	2.15NR_dry	1.8NR_exdry	1.06557910732399	0.908362298941743	0.908362298941743	0.876913676566581	0.934420892676013
1	7.9NR_dry	2.3NR_exdry	1.17045737925703	0.772927598530874	0.772927598530874	0.708733727040568	0.829542620742971
1	2.14NR_dry	2.10NR_exdry	1.17324607015924	0.769494371997996	0.769494371997996	0.704672234468717	0.826753929840756
1	2.7NR_dry	1.8NR_exdry	1.02166908823136	0.969072007318738	0.969072007318738	0.957581004493596	0.978330911768641
1	4.16NR_dry	5.14NR_exdry	1.01101023933263	0.984202391325243	0.984202391325243	0.978219331705487	0.98898976066737
1	2.15NR_dry	2.10NR_exdry	1.06471443371692	0.909533461853686	0.909533461853686	0.878437951684373	0.935285566283079
1	4.16NR_dry	2.3NR_exdry	1.10918020022125	0.850506231573047	0.850506231573047	0.80313352113665	0.890819799778749
1	7.9NR_dry	1.8NR_exdry	1.00688536895848	0.99010055404225	0.99010055404225	0.986323430311423	0.993114631041515
1	2.14NR_dry	2.3NR_exdry	1.2869146477222	0.636083627398066	0.636083627398066	0.554104620333554	0.713085352277799
1	3.16NR_dry	3.4NR_exdry	1.07264340841592	0.898829456443626	0.898829456443626	0.86455254776011	0.927356591584076
1	2.7NR_dry	3.14NR_exdry	1.09003700661445	0.875622884857562	0.875622884857562	0.834800091982021	0.90996299338555
1	7.9NR_dry	2.10NR_exdry	1.07777675500579	0.89194162320842	0.89194162320842	0.855671864058021	0.92222324499421
1	3.16NR_dry	3.14NR_exdry	1.11626913051301	0.841315099672767	0.841315099672767	0.791682619657191	0.883730869486992
1	7.23NR_dry	2.10NR_exdry	1.04269422497076	0.939683857286336	0.939683857286336	0.918107871035812	0.95730577502924
1	2.7NR_dry	3.14NR_exdry	1.09003700661445	0.875622884857562	0.875622884857562	0.834800091982021	0.90996299338555
1	7.9NR_dry	5.14NR_exdry	1.00813309530978	0.988313881729929	0.988313881729929	0.983865036575795	0.991866904690223
1	2.7NR_dry	3.4NR_exdry	1.06487936115118	0.90931000140544	0.90931000140544	0.878147021121632	0.935120638848817
1	7.23NR_dry	1.8NR_exdry	1.01349363237533	0.980662975397847	0.980662975397847	0.973372043110516	0.986506367624671
1	2.15NR_dry	3.14NR_exdry	1.08970028280703	0.876068617261489	0.876068617261489	0.835367056020267	0.910299717192965
1	2.15NR_dry	2.3NR_exdry	1.07227296321927	0.899327787717068	0.899327787717068	0.865196706998405	0.927727036780732
1	4.16NR_dry	2.3NR_exdry	1.10918020022125	0.850506231573047	0.850506231573047	0.80313352113665	0.890819799778749
1	7.9NR_dry	1.8NR_exdry	1.00688536895848	0.99010055404225	0.99010055404225	0.986323430311423	0.993114631041515
1	7.9NR_dry	3.14NR_exdry	1.15863922947375	0.787568581949879	0.787568581949879	0.726162854772652	0.841360770526246
1	2.15NR_dry	2.3NR_exdry	1.07227296321927	0.899327787717068	0.899327787717068	0.865196706998405	0.927727036780732
1	4.16NR_dry	5.8NR_exdry	1.07201772440916	0.899671240933968	0.899671240933968	0.865640795353722	0.927982275590836
1	4.16NR_dry	1.2NR_exdry	1.02483751161991	0.964604811989238	0.964604811989238	0.951528878796305	0.975162488380089
1	3.10NR_dry	2.10NR_exdry	1.07042676108092	0.901813910525957	0.901813910525957	0.868413676411067	0.929573238919076
1	7.23NR_dry	1.8NR_exdry	1.01349363237533	0.980662975397847	0.980662975397847	0.973372043110516	0.986506367624671
1	3.16NR_dry	3.14NR_exdry	1.11626913051301	0.841315099672767	0.841315099672767	0.791682619657191	0.883730869486992
1	2.16NR_dry	3.14NR_exdry	1.07413216434415	0.896828482362959	0.896828482362959	0.861968262742769	0.925867835655854
1	2.7NR_dry	1.2NR_exdry	1.02341378485107	0.966610429057156	0.966610429057156	0.954243757124155	0.976586215148933
