q,ID1,ID2,beta,LocalOverlap,RegionalOverlap,Homogeneity,TurnoverComp
2,5.8NR_exdry,3.4NR_exdry,1.00119977181312,0.997603331828673,0.998800228186878,0.997603331828673,0.998800228186878
2,2.3NR_exdry,3.4NR_exdry,1.02734661153281,0.946762638381586,0.972653388467188,0.946762638381586,0.972653388467188
2,3.14NR_exdry,3.4NR_exdry,1.04184720300282,0.919667293088259,0.958152796997178,0.919667293088259,0.958152796997178
2,1.8NR_exdry,5.8NR_exdry,1.01593072395505,0.968638168766007,0.984069276044947,0.968638168766007,0.984069276044947
2,2.10NR_exdry,1.2NR_exdry,1.04662596701837,0.910902330942157,0.953374032981626,0.910902330942157,0.953374032981626
2,1.2NR_exdry,3.4NR_exdry,1.02046811022029,0.959884860653066,0.979531889779705,0.959884860653066,0.979531889779705
2,2.3NR_exdry,3.4NR_exdry,1.02734661153281,0.946762638381586,0.972653388467188,0.946762638381586,0.972653388467188
2,5.14NR_exdry,3.14NR_exdry,1.06909154706454,0.870747182962496,0.930908452935463,0.870747182962496,0.930908452935463
2,5.8NR_exdry,1.2NR_exdry,1.01620983390266,0.968097466956398,0.983790166097344,0.968097466956398,0.983790166097344
2,3.14NR_exdry,1.2NR_exdry,1.10301156582411,0.81321761436446,0.89698843417589,0.81321761436446,0.89698843417589
2,2.10NR_exdry,3.14NR_exdry,1.0159997219716,0.968504475689123,0.984000278028399,0.968504475689123,0.984000278028399
2,5.8NR_exdry,3.14NR_exdry,1.05223164211056,0.900722160368052,0.947768357889443,0.900722160368052,0.947768357889443
2,5.8NR_exdry,3.14NR_exdry,1.05223164211056,0.900722160368052,0.947768357889443,0.900722160368052,0.947768357889443
2,5.14NR_exdry,5.8NR_exdry,1.00704418305937,0.986010180729169,0.992955816940629,0.986010180729169,0.992955816940629
2,2.3NR_exdry,5.8NR_exdry,1.03492375737497,0.932509506857688,0.965076242625034,0.932509506857688,0.965076242625034
2,2.3NR_exdry,3.14NR_exdry,1.01048419056923,0.979249174470849,0.989515809430766,0.979249174470849,0.989515809430766
2,2.3NR_exdry,2.10NR_exdry,1.00865595156818,0.982836661887094,0.99134404843182,0.982836661887094,0.99134404843182
2,1.8NR_exdry,5.14NR_exdry,1.00395189545785,0.992127321088341,0.996048104542154,0.992127321088341,0.996048104542154
2,1.2NR_exdry,2.10NR_exdry,1.04662596701837,0.910902330942157,0.953374032981626,0.910902330942157,0.953374032981626
2,2.10NR_exdry,3.14NR_exdry,1.0159997219716,0.968504475689123,0.984000278028399,0.968504475689123,0.984000278028399
2,5.14NR_exdry,5.8NR_exdry,1.00704418305937,0.986010180729169,0.992955816940629,0.986010180729169,0.992955816940629
2,2.3NR_exdry,3.4NR_exdry,1.02734661153281,0.946762638381586,0.972653388467188,0.946762638381586,0.972653388467188
2,2.10NR_exdry,5.14NR_exdry,1.02405452500299,0.953021007347397,0.97594547499701,0.953021007347397,0.97594547499701
2,5.14NR_exdry,1.8NR_exdry,1.00395189545785,0.992127321088341,0.996048104542154,0.992127321088341,0.996048104542154
2,2.3NR_exdry,5.8NR_exdry,1.03492375737497,0.932509506857688,0.965076242625034,0.932509506857688,0.965076242625034
2,2.10NR_exdry,2.3NR_exdry,1.00865595156818,0.982836661887094,0.99134404843182,0.982836661887094,0.99134404843182
2,3.4NR_exdry,5.8NR_exdry,1.00119977181312,0.997603331828673,0.998800228186878,0.997603331828673,0.998800228186878
2,2.3NR_exdry,5.8NR_exdry,1.03492375737497,0.932509506857688,0.965076242625034,0.932509506857688,0.965076242625034
2,1.8NR_exdry,5.8NR_exdry,1.01593072395505,0.968638168766007,0.984069276044947,0.968638168766007,0.984069276044947
2,5.8NR_exdry,2.3NR_exdry,1.03492375737497,0.932509506857688,0.965076242625034,0.932509506857688,0.965076242625034
2,2.10NR_exdry,5.14NR_exdry,1.02405452500299,0.953021007347397,0.97594547499701,0.953021007347397,0.97594547499701
2,2.10NR_exdry,5.8NR_exdry,1.01894305533334,0.962818225740513,0.981056944666662,0.962818225740513,0.981056944666662
2,1.2NR_exdry,1.8NR_exdry,1.00002342186197,0.99995315737321,0.999976578138034,0.99995315737321,0.999976578138034
2,1.2NR_exdry,3.4NR_exdry,1.02046811022029,0.959884860653066,0.979531889779705,0.959884860653066,0.979531889779705
2,3.14NR_exdry,5.14NR_exdry,1.06909154706454,0.870747182962496,0.930908452935463,0.870747182962496,0.930908452935463
2,5.14NR_exdry,2.3NR_exdry,1.04729623463426,0.909679357052632,0.952703765365738,0.909679357052632,0.952703765365738
2,3.4NR_exdry,5.8NR_exdry,1.00119977181312,0.997603331828673,0.998800228186878,0.997603331828673,0.998800228186878
2,5.8NR_exdry,2.10NR_exdry,1.01894305533334,0.962818225740513,0.981056944666662,0.962818225740513,0.981056944666662
2,5.8NR_exdry,3.14NR_exdry,1.05223164211056,0.900722160368052,0.947768357889443,0.900722160368052,0.947768357889443
2,5.8NR_exdry,1.8NR_exdry,1.01593072395505,0.968638168766007,0.984069276044947,0.968638168766007,0.984069276044947
2,2.3NR_exdry,1.8NR_exdry,1.07497528269838,0.860507894637021,0.92502471730162,0.860507894637021,0.92502471730162
2,5.8NR_exdry,2.3NR_exdry,1.03492375737497,0.932509506857688,0.965076242625034,0.932509506857688,0.965076242625034
2,3.14NR_exdry,2.3NR_exdry,1.01048419056923,0.979249174470849,0.989515809430766,0.979249174470849,0.989515809430766
2,3.14NR_exdry,1.8NR_exdry,1.10220828086917,0.8145390800574,0.897791719130826,0.8145390800574,0.897791719130826
